label	content
1	17:　　看着这只自觉的小雏燕，从容地做着自己[飞翔]前的准备，我感到很激动、很欣慰、很踏实、很放心。因为我知道，她能够把上班前的准备工...
1	18:...成女儿起飞的动力，使得她能够经得起走向独立生活后必然会遇到的狂风暴雨的吹打，展翅[飞翔]在全球资本市场的上空。
0	19:...鹰便用新的趾甲把身上的羽毛一根一根拔掉。5个月以后，新的羽毛长出来了，鹰重新开始[飞翔]，重新再度过30年的岁月。”这样的描述无疑是惨烈的，在2006年，TCL的净亏损高...
0	20:　　轮船平稳地滑向了碧波万顷的东海，看着一群群洁白的海鸥在轮船上方振翅[飞翔]，姑娘慢慢地停止了哭泣。她在心里安慰自己，这没有什么好哭的，这是自己情愿做的事情。...
1	21:...有时会领他们去小河边，教他们“打水漂”玩儿。思成掷出的石子像是长了翅膀，在水面上[飞翔]，孩子们蹦跳着欢呼雀跃。
1	22:...五部中最为强大。部长吉赛自恃兵强马壮，“骑兵众，牲畜多”，说自己并非一般人，是“[飞翔]于天空之雄鹰，山林之猛虎”，到处逞雄好胜，藐视各部，欺压劫掠，无恶不作。
1	23:...过科学的载体正确施与孩子，在不久的将来，他们必会因此而开花结果，带着我们的爱自由[飞翔]。
1	24:...过科学的载体正确施与孩子，在不久的将来，他们必会因此而开花结果，带着我们的爱自由[飞翔]。
0	25:...士把盒子打开。只听得“噗噗”几声，接连飞出了一百多只带哨的鸽子，在宋军的头上盘旋[飞翔]。
0	26:...跳跃，口含橄榄以解热毒。收场时，龙灯已烧得片甲不存。这也许象征着龙脱离潜伏状态，[飞翔]上天，普施甘霖的过程。现在我们见到的舞龙常常有灯作前导，这象征着太阳，其意义是相似...
0	"27:...厌烦趋静，就到深山中修道。山里是一片绿树成荫，有很多飞鸟在树上枝头栖息，或在空中[飞翔]，唧唧喳喳地鸣叫着。他经常听到鸟叫，心里感到厌烦就起了一念恨心，发了恶愿说：""最好..."
0	28:...对舍利弗说：我的清净天眼，可以看见三千大千世界，我身体可以在广阔的天空中，自由地[飞翔]；我的不动正念，离染去执。舍利弗批评说：你说你的天眼可以看见三千大千世界，这是我慢心；你的身体可以在天空中[飞翔]，这是掉举心；你的心离染去执，这是狂妄心，有这三心的人，不能离烦恼得解脱。对舍利弗...
0	"29:...拾遗记》又云：""洹流如沙尘，足践则陷，其深难测。大风吹沙如雾，中多神农鱼鳖，皆能[飞翔]。有石蕖青色，坚而甚轻，从风靡靡，复其波上，一茎百叶，千年一花。其地一名沙澜，言沙..."
0	"30:...为素材，结合观庙感受，以崇敬心情描写了杜兰香的美貌，通过庙外幽静景色的铺陈和上下[飞翔]的""弄蝶""的衬托，使一位仙女的形象跃然纸上。AJ还有《梦天》一诗把丰富的想象与道教..."
0	"31:...进行一场宗教仪式的""演出""，有赞美""三清""、神仙的颂歌；有表现神的应召而来的飘拂[飞翔]之声；"
1	"32:...性的待遇,认识到法西斯战争的罪恶,从此再也不愿打仗.记忆——是伟大的,她在黑暗中[飞翔],她在大地上行走,她是赤足的记忆——小小的女人.她的眼里,一忽儿是寡妇的孤独,一忽..."
1	"33:...的一道道北极光的闪光似的声音,""作者努力将音乐幻化成灿烂的星光和彩云,幻化成一对[飞翔]的翅膀,这本身将音乐注入了活泼泼的生命,同时细腻贴切地传达出女主人公在倾听音乐时真切和独特的心理感受.作品的标题为《黑鸟》,这本身就是耐人寻味的,它似乎与情节无关,但整个氛围,整个景物描写,都可以感到其中蕴含的深意,这分明是一种象征.小说中作者暗示我们,那""打开的钢琴宛如一只笨拙的屈着翅膀的黑鸟"".大自然中的黑鸟是自由[飞翔]的,钢琴中弹奏出的音符和旋律正如黑鸟一样自由奔放,直冲云天,黑鸟不是柔弱、不是花哨..."
1	"34:...本就不会有什么洛丽塔.安娜贝尔不久患斑疹伤寒死于希腊,但她的形象一直在我的脑子里[飞翔].直到24年之后我在另一个姑娘身上实现了我的安娜贝尔之后才摆脱了她的魅力.青年时代..."
1	"35:梦,抓紧别放松./梦,一旦死亡,/生活将成为折翅的鸟,/不能[飞翔]."
1	"36:...认为的真缔中生活着,正如主人公所说:""有几条形而上的河流,她(指玛佳)正在象燕子[飞翔]于空中一样,在其中游泳,而我,尽管写作,下定义,却只能是永远希冀着.""玛佳代表着一..."
0	37:鸟的[飞翔]，可以象征男人的性能力强，鸟的坠落，可以表示男人性无能。
1	38:...乎一切知识，都建立在这个基础之上。而材料科学在插上了量子论的双翼之后，才真正展翅[飞翔]起来，开始深刻地影响社会的方方面面。在量子论的指引之下，我们认识了超导和超流，我们...
1	39:在古希腊神话里，天鹰座被想象成一只携带少年的雄鹰，在银河上空向东[飞翔]。在这只雄鹰的心脏，有一颗天鹰座中最亮的α星，我国称它为河鼓二，即牛郎星。在牛郎星...
1	40:在横贯夜空的银河中，有一个宛如天鹅[飞翔]的星座，叫天鹅座。它与银河两岸的天鹰座、天琴座鼎足而立，是夏季夜空中非常醒目的星座...
1	41:...因而人们称之为“北十字”。古希腊天文学家把北十字以及周围的所有星斗想象为一只展翅[飞翔]的天鹅。在这只天鹅的尾部，有一颗一等亮星天津四。在天津四的东面不远处，还有一颗很著...
0	"42:...一样，属于已绝迹的古代爬行类动物。不过,翼龙有两支长达2米左右的前肢，展开时能够[飞翔]。它的眼睛又圆又大，视力非常敏锐，当它展翅在广阔的内海和湖面上[飞翔]盘旋时，能敏捷地捕食鱼类和其他动物。准噶尔翼龙化石的发现，证明了在一亿多年前，我国..."
0	43:...里木的艾彼特里山，以及瑞士的北鲁根山等地，也经常出现这种“佛光”。飞行员在蓝天上[飞翔]时，有时也能看到一个彩色的光环，而且光环之中还有自己飞机的影子。
0	"44:始祖鸟是怎样从地栖生活转变为[飞翔]生活的呢?关于这个问题,有两种说法。一种认为，原始鸟类在树上攀缘，逐渐过渡到短距离滑翔，进一步变为[飞翔]。另一种认为，原始鸟类是双足奔跑动物，靠前肢网捕小型动物为食，前肢在助跑过程中发展..."
0	"45:...旬，雏鸟相继破壳而出,20多小时后就能蹒跚行走，还会游水；3个月后长大成形，自由[飞翔]。约从10月上、中旬开始,它们就跟随父母，排成“人”字形或“一”字形，由北向南，开..."
0	46:...类中最原始的鸟类。它形如梨子，浑身长满蓬松细密的羽毛，既没有翅膀也没有尾羽，不能[飞翔]。可是它的双腿却粗短有力，善于奔跑，时速可达10英里，发起脾气来还能将另一只同类鸟...
0	47:...尾巴高翘，神气活现，颇有“鹤立鸡群”的样子。泰卡鸡长着一对一米多长的翅膀，但不会[飞翔]，只会奔跑。
1	48:鲼形状特别，如同空中[飞翔]的蝙蝠。它头上生有两个摆动的“角”，叫作“头鳍”，能左右转动，捕食时伸展到口下，像...
0	"49:鹈鹕也叫塘鹅，是一种大型水禽，身长约150厘米左右,双翅展开可达2米多，善于[飞翔]，主要栖息在沿海湖沼、河川地带 。在鹈鹕宽大而尖长的嘴下，有一个巨大能伸长的皮肤喉..."
0	50:鹈鹕皮下有许多空气泡，是身体与水面撞击时的缓冲层。当它们在空中[飞翔]时，一旦发现水中的鱼，会突然从空中箭一般地插入水中，猝不及防的鱼儿顷刻葬身它们的嘴...
0	51:琴鸟体长80厘米左右，喙强而直，足健善走，但[飞翔]较弱，主要靠滑行。营巢多筑于森林树木的高处或悬崖峭壁、人迹罕至的地方。雄琴鸟早期以...
0	"52:...样颈部光秃，而是浑身披着灰、褐相间的绒羽，只是不形成羽片。鸸鹋的双翅已退化，不能[飞翔]，却有一双长长的飞毛腿, 善于奔走，时速可达60千米。它还能在水中游泳。鸸鹋是世界..."
0	53:...，担负起养家糊口的重任。有趣的是洞内的雌鸟十分熟悉自己伴侣的各种声音，如鸣叫声、[飞翔]声、着树时的脚步声，因此当雄鸟口衔野果等食物出现在洞口时，雌鸟会立即从洞隙中伸出嘴...
0	54:鸟类迁徙时[飞翔]的高度，一般不超过人的视力范围，然而天鹅曾经飞越过喜马拉雅山的珠穆朗玛峰，高度可达...
0	55:鸿雁迁飞时，总是排着一列纵队或呈“人”字雁阵，这种排列方法有助鸿雁[飞翔]。因为飞在前面的大雁拍打几下翅膀，能使气流上升，后面的鸿雁就可借助这股气流滑翔，这...
0	56:...、指骨特别长，指骨末端到后肢及尾之间，都长着薄而柔软的翼膜，所以能像鸟一样在空中[飞翔]。指的末端还有爪，休息时就用爪钩住树枝、屋檐、石缝等，倒挂而憩。它昼伏夜出，白天隐...
0	57:...流动，忽明忽暗，这就是萤火虫在飞舞中发出的荧光。它们正在寻找生活在地下草丛中不能[飞翔]的配偶。闪烁的荧光是它们之间的求偶信息。
0	58:雄鸟把主体工程完成以后，就围绕着巢口振翅[飞翔]，炫耀求偶。但是，雌鸟对“婚房”的质量十分挑剔。如果雄鸟在一周内还没找到“对象”，...
0	59:...些刚出来的伶俐小雏鸟却不识为它们辛勤劳作的父母，先在地面拍翅奔跑，24小时后就能[飞翔]，然后就离开父母独立谋生。大约一年后，它们也能像父母那样从事辛苦的营冢工作了。
0	60:...泽，喉囊、脚趾为鲜红色。雌鸟下颈、胸部为白色，羽毛缺少光泽。军舰鸟胸肌发达，善于[飞翔]，素有“飞行冠军”之称。它的两翅展开足有2—5米长，捕食时的飞行时速可达400千米...
0	61:鸵鸟的两腿硕长，粗壮有力，疾走如飞。虽然两翼已经退化，加上躯体肥大，不能[飞翔]，但是它的副羽相当发达，奔跑时可以鼓翅扇动相助，跑动时一步可达8米 ，在15分钟或...
0	"62:...油厂为什么要供养这批食客呢?原来,石油产品的质量与蜡的含量多少有很大关系。在高空[飞翔]的飞机，如果使用含蜡量高的汽油，那么高空的低温会使蜡凝固起来，堵塞机内各条输油管，..."
0	"63:行走的人群,行驶的汽车,[飞翔]的小鸟, 航行的轮船……都在运动。那么,远处的青山、桥梁, 近处的房屋、烟囱……也..."
0	"64:了解流体的性质后, 可以充分利用它来为人类服务。[飞翔]在天空的飞机就是一个例子。飞机机翼的形状是流线型, 下面平直, 上面圆拱。飞行时流..."
0	65:滑翔机是人类制造的最早[飞翔]在天空的飞行器。它的外形各式各样。有的平伸着狭长的双翅，机身细长呈流线体，叫固定翼...
0	"66:无人飞机上虽然没有驾驶员,但可以像有人驾驶的飞机一样,在天空自由[飞翔]。"
0	67:...地从西山衔来一条条小树枝、一颗颗小石头，丢进海里，想要把大海填平。她无休止地往来[飞翔]于西山和东海之间。
0	68:...迟早也要发生变化。生物器官形态和机能之间，机能是内容，器官形态是形式，鸵鸟丧失了[飞翔]机能，它的翅膀也随之退化了。另一方面，形式对内容也有反作用。同内容相适应的形式能够...
0	69:...传统特色的题材。“百鸟朝凤”是粤绣的传统优秀作品，表现了千姿百态的百鸟围绕着凤凰[飞翔]的热烈气氛，寓意吉祥美好。“九龙屏风”中的九条金龙翻腾出水，气势磅礴，也是粤绣的代...
0	70:...根描金铜柱支撑。其中两根主柱上装饰着很多攀援在树枝间的小天使。华盖内放着一只展翅[飞翔]的金鸽。
1	71:...壳屋顶。１９６２年完工的纽约环球航空公司航空港的屋顶，用四瓣薄壳组成，像一只展翅[飞翔]的大鸟。目前世界上最大的壳体，是１９５９年在巴黎西郊建成的国家工业与技术中心陈列大...
0	72:这是运动员驾驶无动力滑翔机在空中[飞翔]的一项体育运动。世界上公认的现代滑翔运动的先驱是德国的李林塔尔，他在１９世纪末造出...
0	73:...动力装置，需借助飞机或绞盘车牵引，或用橡皮筋弹射。当滑翔机脱离外力升空后即作自由[飞翔]，若能恰到好处地利用大气中的上升气流，便可使滑翔机长时间在空中飞行，从而创造留空时...
0	74:...一次又一次地尝试着飞离湖面。生命在呼唤着她奋力与死神拼搏，她终于奇迹般地展翅旋转[飞翔]起来了，生命的光辉重新闪现。但由于精疲力竭，白天鹅缓缓屈身倒地，渐渐合上双翅，一阵...
0	75:...研制成了一种可以连续摄影的“摄影枪”。他把感光药膜涂在可转动拍摄的纸条上，把海鸥[飞翔]、动物奔跑拍成连续照片。
1	76:...员被拍摄在胶片上，再把底片倒过来对着天空的云彩或布景移动拍摄，画面上就呈现了演员[飞翔]的景观。在彩色电影中，则运用红外线拍摄。在摄影机镜头前加一个暗红色滤光器，以便阻截...
0	77:...上镂刻着一只蝴蝶，瓶子的下部是翻动的云彩。瓶的立体纹饰是凤纹，瓶身正中为一只展翅[飞翔]的凤凰，彩云间另外还有八只高飞的凤凰作为陪衬。凤凰的头、尾、翅等处点有矾红，使五彩...
1	78:...一只引颈观望的白鹤。舟顶有华盖，伞上的穗带随风飘动，表现了画中人物在神灵的指引下[飞翔]的情景。人们一般认为画上的人物便是墓主的肖像，画中的含意便是暗喻死者的灵魂升入天堂...
0	79:鸟类是善于[飞翔]的，故借“飞”这种动作状态而引申作为“鸟类”的代称。
0	80:【飞禽走兽】[飞翔]的鸟，奔走的兽。泛指鸟类和兽类。
1	81:...《象》曰：‘丰其屋’，天际翔也。”高亨注：“‘丰其屋’，言贵族在位之时，如鸟得以[飞翔]於天空，故能大其屋也。”后以“丰屋之戒”、“丰屋之祸”、“丰屋之过”谓高大其屋，将...
0	82:【无翼而飞】①神话传说，有人没有翅膀而能[飞翔]。②常以比喻事物不用外力推助而能迅速传播。③谓相信无翅之鸟能飞。形容盲从轻信。
0	83:【鹰击长空】谓雄鹰振翅[飞翔]于辽阔的天空。亦比喻有雄心壮志的人在广阔的领域中施展自己的才能。
0	84:...;鹗è鸟，背部褐色，头、颈和腹部白色。性凶猛。在树上或岩石上筑巢，常在水面上[飞翔]，吃鱼类。通称鱼鹰。
0	85:【翻翻】[飞翔]的样子。
0	86:【蝙蝠】哺乳动物，头部和躯干象老鼠，四肢和尾部之间有皮质的膜，夜间在空中[飞翔]，吃蚊、蛾等昆虫。视力很弱，靠本身发出的超声波来引导飞行。
0	87:【龙骨】（１）鸟类的胸骨，善于[飞翔]的鸟类这块骨头形成较高的突起。（２）指古代某些哺乳动物骨骼的化石，如象、犀牛等。中...
0	88:...】蝗虫的一类，形状略似飞蝗，分布地区很广。多分散在田边或草地上，吃植物。但不成群[飞翔]，也很少飞到较远的地区，危害性比飞蝗小。
0	89:&amp;鹭ｌù鸟类的一科，嘴直而尖，颈长，[飞翔]时缩着颈。白鹭、苍鹭较为常见。
0	90:【羽毛】（１）鸟类身体表面所长的毛，有保护身体、保持体温、帮助[飞翔]等作用。（２）鸟类的羽和兽类的毛，比喻人的名誉：爱惜～。
0	91:【豆娘】昆虫，形状象蜻蜓，比蜻蜓小，静止时两对翅直立在背上。常在水边或草地上[飞翔]，吃小虫。
0	92:...和颈部褐色，翅膀外缘白色，内缘灰色，躯干白色，爪黑色。常成群在海上或内陆河流附近[飞翔]，吃鱼、螺、昆虫，也吃谷物和其他植物的嫩叶。
0	93:【响晴】晴朗无云：雪白的鸽子在～的天空中[飞翔]。
0	94:【[飞翔]】盘旋地飞：鸽子在天空～。
0	95:...头部绿色，有亮光，背部黑褐色，两翼有蓝色斑点，雌的全身褐色，颜色不鲜明。野生，能[飞翔]，又善于游泳，吃小鱼、贝类及植物的种子、果实等。也叫凫或绿头鸭。
0	96:...;翼ｙì（１）鸟类的飞行器官，由前肢演化而成，上面生有羽毛。有的鸟翼退化，不能[飞翔]。通称翅膀。（２）飞机或滑翔机等飞行工具两侧伸出象鸟翼的部分，有支撑机身、产生升力...
0	97:&amp;lt;动&amp;gt;通“翻”。上下[飞翔]。《诗经·周颂·小毖》：“肇允彼桃虫，～飞维鸟。”
0	98:①&amp;lt;动&amp;gt;鸟反复练习[飞翔]。《礼记·月令》：“鹰乃学～。”②&amp;lt;动&amp;gt;反复练习；温习...
0	99:蝙蝠】哺乳动物，头部和躯干象老鼠，四肢和尾部之间有皮质的膜，夜间在空中[飞翔]，吃蚊、蛾等昆虫。视力很弱，靠本身发出的超声波来引导飞行。
0	100:豆娘】昆虫，形状象蜻蜓，比蜻蜓小，静止时两对翅直立在背上。常在水边或草地上[飞翔]，吃小虫。
0	101:鹗è鸟，背部褐色，头、颈和腹部白色。性凶猛。在树上或岩石上筑巢，常在水面上[飞翔]，吃鱼类。通称鱼鹰。
0	102:翻翻】[飞翔]的样子。
0	103:[飞翔]】盘旋地飞：鸽子在天空～。
0	104:...和颈部褐色，翅膀外缘白色，内缘灰色，躯干白色，爪黑色。常成群在海上或内陆河流附近[飞翔]，吃鱼、螺、昆虫，也吃谷物和其他植物的嫩叶。
0	105:龙骨】（１）鸟类的胸骨，善于[飞翔]的鸟类这块骨头形成较高的突起。（２）指古代某些哺乳动物骨骼的化石，如象、犀牛等。中...
0	106:鹭ｌù鸟类的一科，嘴直而尖，颈长，[飞翔]时缩着颈。白鹭、苍鹭较为常见。
0	107:...】蝗虫的一类，形状略似飞蝗，分布地区很广。多分散在田边或草地上，吃植物。但不成群[飞翔]，也很少飞到较远的地区，危害性比飞蝗小。
0	108:响晴】晴朗无云：雪白的鸽子在～的天空中[飞翔]。
0	109:...头部绿色，有亮光，背部黑褐色，两翼有蓝色斑点，雌的全身褐色，颜色不鲜明。野生，能[飞翔]，又善于游泳，吃小鱼、贝类及植物的种子、果实等。也叫凫或绿头鸭。
0	110:翼ｙì（１）鸟类的飞行器官，由前肢演化而成，上面生有羽毛。有的鸟翼退化，不能[飞翔]。通称翅膀。（２）飞机或滑翔机等飞行工具两侧伸出象鸟翼的部分，有支撑机身、产生升力...
0	111:羽毛】（１）鸟类身体表面所长的毛，有保护身体、保持体温、帮助[飞翔]等作用。（２）鸟类的羽和兽类的毛，比喻人的名誉：爱惜～。
0	112:“蓝蓝的天上白云飘，白云下面马儿跑；挥动鞭儿响四方，百鸟齐[飞翔]。”
0	113:...面通过吉祥的菩提树和缭绕的祥云把青海各著名古建筑融为一体，并以像征１２生肖的仙鹤[飞翔]相贯连，形成了动与静相结合的韵律，表现了青海各族人民团结祥和的精神风貌。
1	114:深山凤凰展翅[飞翔]
1	115:深山凤凰展翅[飞翔]
1	116:黑山，这只深山密林里的金凤凰，正从新的起跑线上展翅凌空，高高[飞翔]！
0	117:北京时间６时３０分，客机平稳地[飞翔]在北太平洋上空，前往美国的洛杉矾，刚用过晚餐的旅客，有的在过道上轻轻走动放松自己，...
1	118:他专门请人为厂里编写了《[飞翔]吧，盛印》的厂歌，在厂里设置了雄鹰铜雕、大时钟和地球模型三件宝。
1	119:谈完生意，医生记他趴下，为他检查，让他做下“燕子[飞翔]”的动作，他做了几次都飞不起来，额角沁满了汁珠。
1	120:...原公司的员工用担忧的眼神看着他的时候，他忍着剧烈的疼痛，咬紧牙，完成了一个“燕子[飞翔]”的动作，他勉强嘿嘿地笑了笑，幽默地和在场的人开玩笑：“瞧，我这只老燕子不又飞起来...
1	121:突破市界、省界甚至国界去实现生产要素的优化组合，企业才能乘着东风在大市场上展翅[飞翔]！
1	122:突破市界、省界甚至国界去实现生产要素的优化组合，企业才能乘着东风在大市场上展翅[飞翔]！
1	123:“天成”展翅[飞翔]
1	124:“天成”展翅[飞翔]
1	125:只要你有能耐，能够登上竞争的舞台，就有一片天地让你尽情[飞翔]。
0	126:望蓝天上高高[飞翔]的鸽子，听耳边深远悠长的“安魂曲”……
1	127:...发”的治厂方略后，一步一个脚印，似一支矫健的雄鹰，穿梭于市场经济的潮头浪尖，自由[飞翔]。
0	128:那数万只白鹭鸟，有的展翅[飞翔]，有的嬉戏树梢，有的寻食田野，自由自在。
0	129:...踏勘队返回时，在林区公路上，也眼见野猪横贯公路，窜进灌木丛；还有羽毛美丽的山鸡，[飞翔]跳跃于树杈间。
1	130:...５０３ 【帕米尔高原的雄鹰——记新疆塔吉克族乡邮员赛都拉．杜拉提】在帕米尔高原上[飞翔]着一只矫健的雄鹰，他就是新疆塔什库尔干县塔吉克族乡邮员赛都拉。赛都拉今年４２岁，从...
1	131:——“低声说句不在乎／背后说声不在乎！因为自己有颗会飞的心，不时的[飞翔]在记忆的童贞里……”
0	接着，演员们又为陈香梅女士先后演唱了《缅怀将军》、《战鹰，你[飞翔]吧》、《陈纳德将军之歌》等歌曲。
1	133:...速的地区，给予更多的支持，让西双版纳这只“金孔雀”尽早摆脱沉重的翅膀，更高更快地[飞翔]…
0	134:以宁波[飞翔]电子工贸总公司和宁波亚细亚电器有限公司为龙头的２０余家出口创汇企业，活跃在国际市场...
1	135:但他似乎在劳作一天之后，忘记了了疲累，而以一种执著的精神，在诗国的天空[飞翔]。
1	136:我们坚信通过４０万各族人民的共同努力，三亚一定能够乘“凤”[飞翔]。
0	137:不到两分钟，淡黄的底子上出现了一丛绿色的树叶，一对雪白的小鸟展翅[飞翔]。
1	138:“歌手和乐器是分不开的，很像一对恩爱夫妻；黑土地上孕育的音响和歌手，是黑土地上[飞翔]的百灵鸟；为墨土上的歌手伴唱伴奏，是‘新马士’的光荣使命！”
0	139:蚕在经过漫长的沉睡之后终于觉醒，它咬破自己编织的茧飞了出来，变成了一只美丽的自由[飞翔]的蛾。
1	140:他４０多年如一日，展开想象的翅膀，艰难地[飞翔]在湍流理论研究的特殊天空之中，越飞越高，超过了国际上一个又一个科学巨子，成为国际上...
1	141:说着一口北京话的韩名丽没有去过北京，但他永远让他的学生的画在北京蓝色的天宇下[飞翔]。
0	142:１９５８年８月２７日，我国自行设计研制的第一架初级教练机——安教６飞机凌空[飞翔]，它标志着新中国航空工业已从修理、仿制飞机发展到自行设计制造飞机的新阶段。
0	143:成虫夜间活动，[飞翔]力强，有趋光性。
1	144:对科企的实业家们来讲，挂着私牌展开翅膀在市场经济的天空中[飞翔]，确实有一种沉甸甸的感觉。
1	145:失去双臂如同鹰失去了双翅，失去双翅的鹰也要[飞翔]！
1	146:大家都对成洁寄予[飞翔]的希望，希望最终只有靠成洁去拼搏才能实现。
1	147:竹林就在这种执着的艺术追求中，心灵自由[飞翔]。
1	148:于是，他出资办起图书馆，让学生在更广阔的知识领域里[飞翔]。
1	149:王思明的大教育理想在下西渠村展开翅膀，[飞翔]了起来。
1	150:从此，一颗颗“小太阳”从深邃的大山底[飞翔]出来。
0	151:她特意坐到船舱外，看到海鸥在她身边[飞翔]，情不自禁地唱起《海鸥》这首歌。
0	152:面地天牛危害造成的严重损失，一位专门研究杨树天牛的专家说：天牛的[飞翔]能力并不强，一次只能飞几十米远，一生最多也不过飞１０００余米。
1	153:站在桥上，往底下一望，头晕眼花，人顿时生出想纵身一跃，[飞翔]起来欲望，手拼命地抓住栏杆，害怕心不听身体支配，自己真地凌空而去。
1	154:...短短几年间，这里的龙未舞，凤先飞，医药保健品生产和医疗保健技术犹如金凤展翅，凌空[飞翔]。
1	155:...中医研究所等一大批中医药学科研究机构，是现代科学给这里的中医药传统技术插上了腾空[飞翔]的翅膀。
1	156:和我一起[飞翔]
1	157:...在首都新闻界人士面前，她是特为江苏音像出版社出版的张咪最新个人专辑－－《和我一起[飞翔]》（电视连续剧《孤星》插曲）来京作宣传的。
1	158:...了张咪的实力与自信，江苏音像出版社果断地买下了歌曲的版权，并将其命名为《和我一起[飞翔]》。
1	159:《和我一起[飞翔]》专辑终于圆了这个梦，因为该专辑不仅对歌的诠释很动人，而且在创作、编曲、制作上都可...
1	160:张咪在北京举行的《和我一起[飞翔]》首发式上说，我是一个不善言辞的人，“唱得比说得好听”。
1	161:愿和平之鸽，永远[飞翔]。
1	162:像是[飞翔]的鸟，两位“新娘”超越时空，飘越梦境，完成人生的盛典，度过一个女人最美妙的瞬间。
0	163:[飞翔]时轻捷有力，没有“呼呼”的风声，它的眼睛神奇锐目，能纵目远眺，一日归巢。
1	164:只是，我觉得，姜伟并不是在浮云飘荡的空中悠闲自得地[飞翔]，而是在翻腾的商海中搏击、呐喊。
0	165:羽翼  在[飞翔]中长硬
0	166:...１０届亚运会正式开幕后，会歌、掌声、欢呼声不绝于耳，彩旗飘扬，象征和平的白鸽上下[飞翔]，交织成一幅动人心魄的壮丽场面，汇集成一首团结友谊的赞歌。
0	167:...１０届亚运会正式开幕后，会歌、掌声、欢呼声不绝于耳，彩旗飘扬，象征和平的白鸽上下[飞翔]，交织成一幅动人心魄的壮丽场面，汇集成一首团结友谊的赞歌。
1	168:和我一起[飞翔]
1	169:...在首都新闻界人士面前，她是特为江苏音像出版社出版的张咪最新个人专辑－－《和我一起[飞翔]》（电视连续剧《孤星》插曲）来京作宣传的。
1	170:...了张咪的实力与自信，江苏音像出版社果断地买下了歌曲的版权，并将其命名为《和我一起[飞翔]》。
